anahtar,adet,ornek_yazim,ilk_yer
"اصابت",1,"اَصَابَتْ","3:117:12"
"فاهلكته",1,"فَاَهْلَكَتْهُؕ","3:117:17"
"بطانة",1,"بِطَانَةً","3:118:6"
"دونكم",1,"دُونِكُمْ","3:118:8"
"يالونكم",1,"يَاْلُونَكُمْ","3:118:10"
"لبغضاء",1,"الْبَغْضَٓاءُ","3:118:17"
"تحبونهم",1,"تُحِبُّونَهُمْ","3:119:3"
"يحبونكم",1,"يُحِبُّونَكُمْ","3:119:5"
"لقوكم",1,"لَقُوكُمْ","3:119:10"
"عضوا",1,"عَضُّوا","3:119:15"
"بغيظكم",1,"بِغَيْظِكُمْؕ","3:119:22"
"تمسسكم",1,"تَمْسَسْكُمْ","3:120:2"
"تصبكم",1,"تُصِبْكُمْ","3:120:6"
"يفرحوا",1,"يَفْرَحُوا","3:120:8"
"غدوت",1,"غَدَوْتَ","3:121:2"
"تبوئ",1,"تُبَوِّئُ","3:121:5"
"للقتال",1,"لِلْقِتَالِؕ","3:121:8"
"تفشلا",1,"تَفْشَلَاۙ","3:122:6"
"وليهما",1,"وَلِيُّهُمَاؕ","3:122:8"
"ببدر",1,"بِبَدْرٍ","3:123:4"
"يكفيكم",1,"يَكْفِيَكُمْ","3:124:5"
"يمدكم",1,"يُمِدَّكُمْ","3:124:7"
"بثلثة",1,"بِثَلٰثَةِ","3:124:9"
"وياتوكم",1,"وَيَاْتُوكُمْ","3:125:5"
"فورهم",1,"فَوْرِهِمْ","3:125:7"
"يمددكم",1,"يُمْدِدْكُمْ","3:125:9"
"بخمسة",1,"بِخَمْسَةِ","3:125:11"
"مسومين",1,"مُسَوِّمٖينَ","3:125:15"
"يكبتهم",1,"يَكْبِتَهُمْ","3:127:7"
"فينقلبوا",1,"فَيَنْقَلِبُوا","3:127:8"
"خائبين",1,"خَٓائِبٖينَ","3:127:9"
"مضاعفة",1,"مُضَاعَفَةًࣕ","3:130:8"
"وسارعوا",1,"وَسَارِعُٓوا","3:133:1"
"لسراء",1,"السَّرَّٓاءِ","3:134:4"
"والكاظمين",1,"وَالْكَاظِمٖينَ","3:134:6"
"والعافين",1,"وَالْعَافٖينَ","3:134:8"
"لذنوبهم",1,"لِذُنُوبِهِمْࣕ","3:135:11"
"يصروا",1,"يُصِرُّوا","3:135:18"
"بيان",1,"بَيَانٌ","3:138:2"
"يمسسكم",1,"يَمْسَسْكُمْ","3:140:2"
"نداولها",1,"نُدَاوِلُهَا","3:140:11"
"ويمحق",1,"وَيَمْحَقَ","3:141:5"
"تلقوه",1,"تَلْقَوْهُࣕ","3:143:8"
"رايتموه",1,"رَاَيْتُمُوهُ","3:143:10"
"يضر",1,"يَضُرَّ","3:144:22"
"وسيجزى",1,"وَسَيَجْزِي","3:144:25"
"مؤجلا",1,"مُؤَجَّلًاؕ","3:145:10"
"وسنجزى",1,"وَسَنَجْزِي","3:145:23"
"ربيون",1,"رِبِّيُّونَ","3:146:6"
"وهنوا",1,"وَهَنُوا","3:146:9"
"ضعفوا",1,"ضَعُفُوا","3:146:16"
"واسرافنا",1,"وَاِسْرَافَنَا","3:147:11"
"لناصرين",1,"النَّاصِرٖينَ","3:150:6"
"صدقكم",1,"صَدَقَكُمُ","3:152:2"
"تحسونهم",1,"تَحُسُّونَهُمْ","3:152:6"
"فشلتم",1,"فَشِلْتُمْ","3:152:10"
"وتنازعتم",1,"وَتَنَازَعْتُمْ","3:152:11"
"وعصيتم",1,"وَعَصَيْتُمْ","3:152:14"
"صرفكم",1,"صَرَفَكُمْ","3:152:30"
"ليبتليكم",1,"لِيَبْتَلِيَكُمْۚ","3:152:32"
"تصعدون",1,"تُصْعِدُونَ","3:153:2"
"تلو࣒ن",1,"تَلْوُ࣒نَ","3:153:4"
"اخريكم",1,"اُخْرٰيكُمْ","3:153:10"
"فاثابكم",1,"فَاَثَابَكُمْ","3:153:11"
"بغم",1,"بِغَمٍّ","3:153:13"
"نعاسا",1,"نُعَاسًا","3:154:8"
"اهمتهم",1,"اَهَمَّتْهُمْ","3:154:14"
"يبدون",1,"يُبْدُونَ","3:154:39"
"لبرز",1,"لَبَرَزَ","3:154:56"
"مضاجعهم",1,"مَضَاجِعِهِمْۚ","3:154:62"
"وليبتلى",1,"وَلِيَبْتَلِيَ","3:154:63"
"استزلهم",1,"اسْتَزَلَّهُمُ","3:155:9"
"غزى",1,"غُزًّى","3:156:16"
"لنت",1,"لِنْتَ","3:159:5"
"فظا",1,"فَظًّا","3:159:9"
"لقلب",1,"الْقَلْبِ","3:159:11"
"لانفضوا",1,"لَانْفَضُّوا","3:159:12"
"حولك",1,"حَوْلِكَࣕ","3:159:14"
"وشاورهم",1,"وَشَاوِرْهُمْ","3:159:19"
"عزمت",1,"عَزَمْتَ","3:159:23"
"لمتوكلين",1,"الْمُتَوَكِّلٖينَ","3:159:30"
"يخذلكم",1,"يَخْذُلْكُمْ","3:160:8"
"يغل",1,"يَغُلَّؕ","3:161:5"
"يغلل",1,"يَغْلُلْ","3:161:7"
"بسخط",1,"بِسَخَطٍ","3:162:7"
"اصبتم",1,"اَصَبْتُمْ","3:165:5"
"مثليها",1,"مِثْلَيْهَاۙ","3:165:6"
"ادفعوا",1,"ادْفَعُواؕ","3:167:12"
"لاتبعناكم",1,"لَاتَّبَعْنَاكُمْؕ","3:167:17"
"للكفر",1,"لِلْكُفْرِ","3:167:19"
"اطاعونا",1,"اَطَاعُونَا","3:168:6"
"فادرؤ࣒ا",1,"فَادْرَؤُ࣒ا","3:168:10"
"فرحين",1,"فَرِحٖينَ","3:170:1"
"ويستبشرون",1,"وَيَسْتَبْشِرُونَ","3:170:7"
"لقرح",1,"الْقَرْحُؕۛ","3:172:9"
"جمعوا",1,"جَمَعُوا","3:173:8"
"فاخشوهم",1,"فَاخْشَوْهُمْ","3:173:10"
"لوكيل",1,"الْوَكٖيلُ","3:173:17"
"فانقلبوا",1,"فَانْقَلَبُوا","3:174:1"
"يمسسهم",1,"يَمْسَسْهُمْ","3:174:7"
"تخافوهم",1,"تَخَافُوهُمْ","3:175:7"
"وخافون",1,"وَخَافُونِ","3:175:8"
"ليذر",1,"لِيَذَرَ","3:179:4"
"يميز",1,"يَمٖيزَ","3:179:11"
"ليطلعكم",1,"لِيُطْلِعَكُمْ","3:179:18"
"سيطوقون",1,"سَيُطَوَّقُونَ","3:180:17"
"بقربان",1,"بِقُرْبَانٍ","3:183:12"
"تاكله",1,"تَاْكُلُهُ","3:183:13"
"وبالذى",1,"وَبِالَّذٖي","3:183:22"
"قتلتموهم",1,"قَتَلْتُمُوهُمْ","3:183:25"
"توفون",1,"تُوَفَّوْنَ","3:185:6"
"زحزح",1,"زُحْزِحَ","3:185:11"
"لتبلون",1,"لَتُبْلَوُنَّ","3:186:1"
"ولتسمعن",1,"وَلَتَسْمَعُنَّ","3:186:5"
"لتبيننه",1,"لَتُبَيِّنُنَّهُ","3:187:8"
"تكتمونه",1,"تَكْتُمُونَهُؗ","3:187:11"
"فنبذوه",1,"فَنَبَذُوهُ","3:187:12"
"واشتروا",1,"وَاشْتَرَوْا","3:187:15"
"ويحبون",1,"وَيُحِبُّونَ","3:188:7"
"يحمدوا",1,"يُحْمَدُوا","3:188:9"
"تحسبنهم",1,"تَحْسَبَنَّهُمْ","3:188:14"
"بمفازة",1,"بِمَفَازَةٍ","3:188:15"
"ويتفكرون",1,"وَيَتَفَكَّرُونَ","3:191:8"
"فقنا",1,"فَقِنَا","3:191:19"
"تدخل",1,"تُدْخِلِ","3:192:4"
"اخزيته",1,"اَخْزَيْتَهُؕ","3:192:7"
"مناديا",1,"مُنَادِيًا","3:193:4"
"ينادى",1,"يُنَادٖي","3:193:5"
"سياتنا",1,"سَيِّـَٔاتِنَا","3:193:17"
"واتنا",1,"وَاٰتِنَا","3:194:2"
"وعدتنا",1,"وَعَدْتَنَا","3:194:4"
"رسلك",1,"رُسُلِكَ","3:194:6"
"تخزنا",1,"تُخْزِنَا","3:194:8"
"تخلف",1,"تُخْلِفُ","3:194:13"
"اضيع",1,"اُضٖيعُ","3:195:6"
"واخرجوا",1,"وَاُخْرِجُوا","3:195:19"
"ولادخلنهم",1,"وَلَاُدْخِلَنَّهُمْ","3:195:30"
"يغرنك",1,"يَغُرَّنَّكَ","3:196:2"
"للابرار",1,"لِلْاَبْرَارِ","3:198:21"
"اصبروا",1,"اصْبِرُوا","3:200:4"
"ورابطوا",1,"وَرَابِطُوا","3:200:6"
"انستم",1,"اٰنَسْتُمْ","4:6:8"
"ضعافا",1,"ضِعَافًا","4:9:8"
"وورثه",1,"وَوَرِثَهُٓ","4:11:39"
"حدوده",1,"حُدُودَهُ","4:14:6"
"يتوفيهن",1,"يَتَوَفّٰيهُنَّ","4:15:16"
"احديهن",1,"اِحْدٰيهُنَّ","4:20:8"
"اتاخذونه",1,"اَتَاْخُذُونَهُ","4:20:14"
"واتوهن",1,"وَاٰتُوهُنَّ","4:25:26"
"عدوانا",1,"عُدْوَانًا","4:30:4"
"يضاعفها",1,"يُضَاعِفْهَا","4:40:10"
"بالجبت",1,"بِالْجِبْتِ","4:51:10"
"والطاغوت",1,"وَالطَّاغُوتِ","4:51:11"
"يلعن",1,"يَلْعَنِ","4:52:6"
"يحسدون",1,"يَحْسُدُونَ","4:54:2"
"صد",1,"صَدَّ","4:55:7"
"نصليهم",1,"نُصْلٖيهِمْ","4:56:6"
"نضجت",1,"نَضِجَتْ","4:56:9"
"بدلناهم",1,"بَدَّلْنَاهُمْ","4:56:11"
"غيرها",1,"غَيْرَهَا","4:56:13"
"ليذوقوا",1,"لِيَذُوقُوا","4:56:14"
"وندخلهم",1,"وَنُدْخِلُهُمْ","4:57:18"
"تؤدوا",1,"تُؤَدُّوا","4:58:5"
"لامانات",1,"الْاَمَانَاتِ","4:58:6"
"حكمتم",1,"حَكَمْتُمْ","4:58:10"
"تحكموا",1,"تَحْكُمُوا","4:58:14"
"واولى",1,"وَاُو࣑لِي","4:59:8"
"تنازعتم",1,"تَنَازَعْتُمْ","4:59:12"
"فردوه",1,"فَرُدُّوهُ","4:59:15"
"يزعمون",1,"يَزْعُمُونَ","4:60:5"
"يتحاكموا",1,"يَتَحَاكَمُٓوا","4:60:17"
"يضلهم",1,"يُضِلَّهُمْ","4:60:28"
"صدودا",1,"صُدُودًاۚ","4:61:15"
"وتوفيقا",1,"وَتَوْفٖيقًا","4:62:16"
"وعظهم",1,"وَعِظْهُمْ","4:63:10"
"بليغا",1,"بَلٖيغًا","4:63:16"
"ليطاع",1,"لِيُطَاعَ","4:64:6"
"يحكموك",1,"يُحَكِّمُوكَ","4:65:6"
"ويسلموا",1,"وَيُسَلِّمُوا","4:65:18"
"يوعظون",1,"يُوعَظُونَ","4:66:21"
"تثبيتا",1,"تَثْبٖيتًاۙ","4:66:27"
"ولهديناهم",1,"وَلَهَدَيْنَاهُمْ","4:68:1"
"والصديقين",1,"وَالصِّدّٖيقٖينَ","4:69:13"
"رفيقا",1,"رَفٖيقًاؕ","4:69:18"
"فانفروا",1,"فَانْفِرُوا","4:71:6"
"ليبطئن",1,"لَيُبَطِّئَنَّۚ","4:72:4"
"فافوز",1,"فَاَفُوزَ","4:73:17"
"فوزاعظيما",1,"فَوْزًاعَظٖيمًا","4:73:18"
"فليقاتل",1,"فَلْيُقَاتِلْ","4:74:1"
"يشرون",1,"يَشْرُونَ","4:74:6"
"يقاتل",1,"يُقَاتِلْ","4:74:11"
"فيقتل",1,"فَيُقْتَلْ","4:74:15"
"يغلب",1,"يَغْلِبْ","4:74:17"
"كخشية",1,"كَخَشْيَةِ","4:77:22"
"اخرتنا",1,"اَخَّرْتَنَٓا","4:77:34"
"يدرككم",1,"يُدْرِكْكُمُ","4:78:3"
"مشيدة",1,"مُشَيَّدَةٍؕ","4:78:9"
"وارسلناك",1,"وَاَرْسَلْنَاكَ","4:79:13"
"اطاع",1,"اَطَاعَ","4:80:5"
"اذاعوا",1,"اَذَاعُوا","4:83:8"
"ردوه",1,"رَدُّوهُ","4:83:11"
"لعلمه",1,"لَعَلِمَهُ","4:83:18"
"يستنبطونه",1,"يَسْتَنْبِطُونَهُ","4:83:20"
"لاتبعتم",1,"لَاتَّبَعْتُمُ","4:83:27"
"فقاتل",1,"فَقَاتِلْ","4:84:1"
"وحرض",1,"وَحَرِّضِ","4:84:9"
"تنكيلا",1,"تَنْكٖيلًا","4:84:22"
"كفل",1,"كِفْلٌ","4:85:15"
"مقيتا",1,"مُقٖيتًا","4:85:22"
"حييتم",1,"حُيّٖيتُمْ","4:86:2"
"بتحية",1,"بِتَحِيَّةٍ","4:86:3"
"فحيوا",1,"فَحَيُّوا","4:86:4"
"اركسهم",1,"اَرْكَسَهُمْ","4:88:7"
"تهدوا",1,"تَهْدُوا","4:88:12"
"فتكونون",1,"فَتَكُونُونَ","4:89:6"
"حصرت",1,"حَصِرَتْ","4:90:11"
"لسلطهم",1,"لَسَلَّطَهُمْ","4:90:21"
"فلقاتلوكم",1,"فَلَقَاتَلُوكُمْۚ","4:90:23"
"اعتزلوكم",1,"اعْتَزَلُوكُمْ","4:90:25"
"ستجدون",1,"سَتَجِدُونَ","4:91:1"
"يامنوكم",1,"يَاْمَنُوكُمْ","4:91:5"
"ويامنوا",1,"وَيَاْمَنُوا","4:91:6"
"اركسوا",1,"اُرْكِسُوا","4:91:13"
"يعتزلوكم",1,"يَعْتَزِلُوكُمْ","4:91:17"
"ويلقوا",1,"وَيُلْقُٓوا","4:91:18"
"ويكفوا",1,"وَيَكُفُّٓوا","4:91:21"
"واولئكم",1,"وَاُو࣑لٰٓئِكُمْ","4:91:27"
"ودية",1,"وَدِيَةٌ","4:92:16"
"يصدقوا",1,"يَصَّدَّقُواؕ","4:92:22"
"وتحرير",1,"وَتَحْرٖيرُ","4:92:45"
"فجزاؤه",1,"فَجَزَٓاؤُ࣑هُ","4:93:5"
"ولعنه",1,"وَلَعَنَهُ","4:93:12"
"تبتغون",1,"تَبْتَغُونَ","4:94:18"
"لقاعدون",1,"الْقَاعِدُونَ","4:95:3"
"لضرر",1,"الضَّرَرِ","4:95:8"
"والمجاهدون",1,"وَالْمُجَاهِدُونَ","4:95:9"
"توفيهم",1,"تَوَفّٰيهُمُ","4:97:3"
"مستضعفين",1,"مُسْتَضْعَفٖينَ","4:97:12"
"فتهاجروا",1,"فَتُهَاجِرُوا","4:97:21"
"لمستضعفين",1,"الْمُسْتَضْعَفٖينَ","4:98:2"
"حيلة",1,"حٖيلَةً","4:98:9"
"يعفو",1,"يَعْفُوَ","4:99:5"
"يهاجر",1,"يُهَاجِرْ","4:100:2"
"مراغما",1,"مُرَاغَمًا","4:100:9"
"يدركه",1,"يُدْرِكْهُ","4:100:21"
"تقصروا",1,"تَقْصُرُوا","4:101:9"
"يفتنكم",1,"يَفْتِنَكُمُ","4:101:15"
"فاقمت",1,"فَاَقَمْتَ","4:102:4"
"فلتقم",1,"فَلْتَقُمْ","4:102:7"
"اسلحتهم",1,"اَسْلِحَتَهُمْࣞ","4:102:12"
"سجدوا",1,"سَجَدُوا","4:102:14"
"فليكونوا",1,"فَلْيَكُونُوا","4:102:15"
"ورائكم",1,"وَرَٓائِكُمْࣕ","4:102:17"
"ولتات",1,"وَلْتَاْتِ","4:102:18"
"فليصلوا",1,"فَلْيُصَلُّوا","4:102:23"
"حذرهم",1,"حِذْرَهُمْ","4:102:26"
"واسلحتهم",1,"وَاَسْلِحَتَهُمْۚ","4:102:27"
"تغفلون",1,"تَغْفُلُونَ","4:102:32"
"وامتعتكم",1,"وَاَمْتِعَتِكُمْ","4:102:35"
"فيميلون",1,"فَيَمٖيلُونَ","4:102:36"
"ميلة",1,"مَيْلَةً","4:102:38"
"تضعوا",1,"تَضَعُٓوا","4:102:53"
"وخذوا",1,"وَخُذُوا","4:102:55"
"جنوبكم",1,"جُنُوبِكُمْۚ","4:103:9"
"اطماننتم",1,"اطْمَاْنَنْتُمْ","4:103:11"
"موقوتا",1,"مَوْقُوتًا","4:103:20"
"يالمون",1,"يَاْلَمُونَ","4:104:10"
"وترجون",1,"وَتَرْجُونَ","4:104:13"
"لتحكم",1,"لِتَحْكُمَ","4:105:6"
"للخائنين",1,"لِلْخَٓائِنٖينَ","4:105:14"
"يختانون",1,"يَخْتَانُونَ","4:107:5"
"جادلتم",1,"جَادَلْتُمْ","4:109:3"
"يكسبه",1,"يَكْسِبُهُ","4:111:5"
"خطية",1,"خَطٖٓيـَٔةً","4:112:3"
"يرم",1,"يَرْمِ","4:112:7"
"بريا",1,"بَرٖٓيـًٔا","4:112:9"
"احتمل",1,"احْتَمَلَ","4:112:11"
"لهمت",1,"لَهَمَّتْ","4:113:6"
"يضرونك",1,"يَضُرُّونَكَ","4:113:16"
"وعلمك",1,"وَعَلَّمَكَ","4:113:24"
"نجويهم",1,"نَجْوٰيهُمْ","4:114:6"
"بصدقة",1,"بِصَدَقَةٍ","4:114:10"
"نوله",1,"نُوَلِّهٖ","4:115:14"
"ونصله",1,"وَنُصْلِهٖ","4:115:17"
"لاتخذن",1,"لَاَتَّخِذَنَّ","4:118:4"
"ولاضلنهم",1,"وَلَاُضِلَّنَّهُمْ","4:119:1"
"ولامنينهم",1,"وَلَاُمَنِّيَنَّهُمْ","4:119:2"
"فليبتكن",1,"فَلَيُبَتِّكُنَّ","4:119:4"
"فليغيرن",1,"فَلَيُغَيِّرُنَّ","4:119:8"
"خسرانا",1,"خُسْرَانًا","4:119:20"
"ويمنيهم",1,"وَيُمَنّٖيهِمْؕ","4:120:2"
"بامانيكم",1,"بِاَمَانِيِّكُمْ","4:123:2"
"يجز",1,"يُجْزَ","4:123:10"
"ويستفتونك",1,"وَيَسْتَفْتُونَكَ","4:127:1"
"يتامى",1,"يَتَامَى","4:127:14"
"تؤتونهن",1,"تُؤْتُونَهُنَّ","4:127:18"
"وترغبون",1,"وَتَرْغَبُونَ","4:127:22"
"لليتامى",1,"لِلْيَتَامٰى","4:127:30"
"بعلها",1,"بَعْلِهَا","4:128:5"
"نشوزا",1,"نُشُوزًا","4:128:6"
"يصلحا",1,"يُصْلِحَا","4:128:13"
"والصلح",1,"وَالصُّلْحُ","4:128:16"
"واحضرت",1,"وَاُحْضِرَتِ","4:128:18"
"لشح",1,"الشُّحَّؕ","4:128:20"
"تحسنوا",1,"تُحْسِنُوا","4:128:22"
"تستطيعوا",1,"تَسْتَطٖيعُٓوا","4:129:2"
"حرصتم",1,"حَرَصْتُمْ","4:129:8"
"لميل",1,"الْمَيْلِ","4:129:12"
"فتذروها",1,"فَتَذَرُوهَا","4:129:13"
"كالمعلقة",1,"كَالْمُعَلَّقَةِؕ","4:129:14"
"تصلحوا",1,"تُصْلِحُوا","4:129:16"
"يتفرقا",1,"يَتَفَرَّقَا","4:130:2"
"يغن",1,"يُغْنِ","4:130:3"
"باخرين",1,"بِاٰخَرٖينَؕ","4:133:7"
"لوالدين",1,"الْوَالِدَيْنِ","4:135:14"
"تلو࣒ا",1,"تَلْوُ࣒ٓا","4:135:30"
"تعرضوا",1,"تُعْرِضُوا","4:135:32"
"تعملونخبيرا",1,"تَعْمَلُونَخَبٖيرًا","4:135:37"
"يتخذون",1,"يَتَّخِذُونَ","4:139:2"
"ايبتغون",1,"اَيَبْتَغُونَ","4:139:8"
"سمعتم",1,"سَمِعْتُمْ","4:140:8"
"ويستهزا",1,"وَيُسْتَهْزَاُ","4:140:13"
"والكافرين",1,"وَالْكَافِرٖينَ","4:140:30"
"يتربصون",1,"يَتَرَبَّصُونَ","4:141:2"
"نستحوذ",1,"نَسْتَحْوِذْ","4:141:20"
"ونمنعكم",1,"وَنَمْنَعْكُمْ","4:141:22"
"خادعهم",1,"خَادِعُهُمْۚ","4:142:6"
"مذبذبين",1,"مُذَبْذَبٖينَ","4:143:1"
"لدرك",1,"الدَّرْكِ","4:145:4"
"لاسفل",1,"الْاَسْفَلِ","4:145:5"
"واخلصوا",1,"وَاَخْلَصُوا","4:146:7"
"بعذابكم",1,"بِعَذَابِكُمْ","4:147:4"
"ونكفر",1,"وَنَكْفُرُ","4:150:15"
"سالوا",1,"سَاَلُوا","4:153:11"
"فعفونا",1,"فَعَفَوْنَا","4:153:31"
"بميثاقهم",1,"بِمٖيثَاقِهِمْ","4:154:4"
"وكفرهم",1,"وَكُفْرِهِمْ","4:155:4"
"وبكفرهم",1,"وَبِكُفْرِهِمْ","4:156:1"
"صلبوه",1,"صَلَبُوهُ","4:157:13"
"شبه",1,"شُبِّهَ","4:157:15"
"فبظلم",1,"فَبِظُلْمٍ","4:160:1"
"وبصدهم",1,"وَبِصَدِّهِمْ","4:160:10"
"واخذهم",1,"وَاَخْذِهِمُ","4:161:1"
"لراسخون",1,"الرَّاسِخُونَ","4:162:2"
"والمقيمين",1,"وَالْمُقٖيمٖينَ","4:162:15"
"والمؤتون",1,"وَالْمُؤْتُونَ","4:162:17"
"سنؤتيهم",1,"سَنُؤْتٖيهِمْ","4:162:24"
"قصصناهم",1,"قَصَصْنَاهُمْ","4:164:3"
"نقصصهم",1,"نَقْصُصْهُمْ","4:164:9"
"تكليما",1,"تَكْلٖيمًاۚ","4:164:14"
"وكلمته",1,"وَكَلِمَتُهُۚ","4:171:20"
"لقيها",1,"اَلْقٰيهَٓا","4:171:21"
"وروح",1,"وَرُوحٌ","4:171:24"
"ويستكبر",1,"وَيَسْتَكْبِرْ","4:172:15"
"فسيحشرهم",1,"فَسَيَحْشُرُهُمْ","4:172:16"
"استنكفوا",1,"اسْتَنْكَفُوا","4:173:13"
"فيعذبهم",1,"فَيُعَذِّبُهُمْ","4:173:15"
"فسيدخلهم",1,"فَسَيُدْخِلُهُمْ","4:175:7"
"يستفتونك",1,"يَسْتَفْتُونَكَؕ","4:176:1"
"لكلالة",1,"الْكَلَالَةِؕ","4:176:6"
"امرؤا",1,"امْرُؤٌا","4:176:8"
"لثلثان",1,"الثُّلُثَانِ","4:176:30"
"فللذكر",1,"فَلِلذَّكَرِ","4:176:38"
"برؤ࣒سكم",1,"بِرُؤُ࣒سِكُمْ","5:6:14"
"واحباؤه",1,"وَاَحِبَّٓاؤُ࣑هُؕ","5:18:7"
"منالعالمين",1,"مِنَالْعَالَمٖينَ","5:20:22"
"فتنقلبواخاسرين",1,"فَتَنْقَلِبُواخَاسِرٖينَ","5:21:14"
"فاناداخلون",1,"فَاِنَّادَاخِلُونَ","5:22:17"
"فقاتلا",1,"فَقَاتِلَٓا","5:24:14"
"ههناقاعدون",1,"هٰهُنَاقَاعِدُونَ","5:24:16"
"ليريه",1,"لِيُرِيَهُ","5:31:7"
"منالنادمين",1,"مِنَالنَّادِمٖينَۚۛ","5:31:25"
"فتنته",1,"فِتْنَتَهُ","5:41:45"
"عذابعظيم",1,"عَذَابٌعَظٖيمٌ","5:41:67"
"لقومالظالمين",1,"الْقَوْمَالظَّالِمٖينَ","5:51:22"
"نخشى",1,"نَخْشٰٓى","5:52:9"
"بالفتح",1,"بِالْفَتْحِ","5:52:17"
"فيصبحوا",1,"فَيُصْبِحُوا","5:52:22"
"اسروا",1,"اَسَرُّوا","5:52:25"
"لمعكم",1,"لَمَعَكُمْؕ","5:53:11"
"يحبهم",1,"يُحِبُّهُمْ","5:54:13"
"ويحبونه",1,"وَيُحِبُّونَهُٓ","5:54:14"
"يجاهدون",1,"يُجَاهِدُونَ","5:54:21"
"لومة",1,"لَوْمَةَ","5:54:27"
"لائم",1,"لَٓائِمٍؕ","5:54:28"
"وليكم",1,"وَلِيُّكُمُ","5:55:2"
"راكعون",1,"رَاكِعُونَ","5:55:13"
"ناديتم",1,"نَادَيْتُمْ","5:58:2"
"اتخذوها",1,"اتَّخَذُوهَا","5:58:5"
"تنقمون",1,"تَنْقِمُونَ","5:59:5"
